closing_broker,dealteam_portfolio_id_lookup,originator_id_lookup,date,closer,deal_team_portfolio,originator,deal_team,rsa,company,lender_success,type,facility_type,facility_size,lender,invoice_amount,success_fee,lead_source,campaign,partner_introducer,sector,fbx_funding_bay,paid_partner,month,year,quarter,week,deal_count,month_1,close_lead_id
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_xpfvQZ6d2LGCbJP1ZrOgM6oeEUoci5xJ1LhKeCO3lr6,05/11/2025,Ned Barker,,Labeeq Bassardien,False,False,Savile Row Projects Limited,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Bibby Financial Services (UK) Ltd,"£1,337.55",0.00%,Email Campaign Inbound Enquiry,,,Construction,Funding Bay,False,Nov25,2025.0,Q4,45,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,05/11/2025,Ned Barker,,Ned Barker,False,False,SCAIFE GROUP LTD,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Bibby Financial Services (UK) Ltd,£203.66,0.00%,Email Campaign Inbound Enquiry,,,Construction,Funding Bay,False,Nov25,2025.0,Q4,45,True,25-11,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_WKvPYnjfGxwYFlOqgr80VZNj7HD56BafmQzdFErBZPm,06/11/2025,Joseph Babalola,,Keenan Delcarme,False,True,VICTOROSE LIMITED,Lender,New Business,Business Loan (unsecured),"£30,000.00",Maxcap,"£4,500.00",3.00%,Partner Referral,,Crif Realtime Ltd,"Arts, Entertainment And Recreation",Funding Bay,False,Nov25,2025.0,Q4,45,True,25-11,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_WKvPYnjfGxwYFlOqgr80VZNj7HD56BafmQzdFErBZPm,06/11/2025,Joseph Babalola,,Keenan Delcarme,False,True,VICTOROSE LIMITED,Success,New Business,Business Loan (unsecured),"£30,000.00",Maxcap,£848.00,0.00%,Partner Referral,,Crif Realtime Ltd,"Arts, Entertainment And Recreation",Funding Bay,False,Nov25,2025.0,Q4,45,False,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_WDvL93JXWrGxW56nTE8J0bZb6mCWjaV7BLHxjRiS0II,06/11/2025,Ned Barker,,Jilby Botha,False,False,BRIDGEMERE DISTRIBUTION LIMITED,Lender,Recurring Revenue,Bridging Loan,"£387,452.00",TFG,"£3,874.52",0.00%,Email Campaign Inbound Enquiry,FB All Sales - RLS Blitz Q2 2024 - Email 2,,Transportation And Storage,Funding Bay,False,Nov25,2025.0,Q4,45,True,25-11,
user_cAmP2ub4t8Q2K74WTNVAWmCMDIN1vBXhQvErheZzUuf,user_cAmP2ub4t8Q2K74WTNVAWmCMDIN1vBXhQvErheZzUuf,user_cAmP2ub4t8Q2K74WTNVAWmCMDIN1vBXhQvErheZzUuf,06/11/2025,Margaux de Hennin,Margaux de Hennin,Margaux de Hennin,False,False,CRW TRADE CENTRE LTD,Lender,Existing Business,Merchant Cash Advance,"£20,000.00",365 Business Finance,"£1,040.00",0.00%,Email Campaign Inbound Enquiry,All Sales July - RLS 3.0,,Manufacturing,Funding Bay,False,Nov25,2025.0,Q4,45,True,25-11,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_3bgluPL6jYOMRoMG5sLuXmJoQtYsizG4WhAyprcHNXj,06/11/2025,Joseph Babalola,,Craig Damons,False,True,LEDSYNERGY (DISPLAYS) LTD,Lender,New Business,Business Loan (unsecured),"£100,000.00",Nucleus Cashflow Finance 2 Limited,"£5,000.00",3.00%,Email Campaign Inbound Enquiry,FB - Q3 2025 - Mixed Debentures,,Wholesale And Retail Trade,Funding Bay,False,Nov25,2025.0,Q4,45,True,25-11,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_3bgluPL6jYOMRoMG5sLuXmJoQtYsizG4WhAyprcHNXj,06/11/2025,Joseph Babalola,,Craig Damons,False,True,LEDSYNERGY (DISPLAYS) LTD,Success,New Business,Business Loan (unsecured),"£100,000.00",Nucleus Cashflow Finance 2 Limited,"£3,000.00",0.00%,Email Campaign Inbound Enquiry,FB - Q3 2025 - Mixed Debentures,,Wholesale And Retail Trade,Funding Bay,False,Nov25,2025.0,Q4,45,False,25-11,
user_GYOe0hVg8Mbnz4nskVLykdB8ivn84Bvnht2IUajVFJl,,user_kkYz09e7MimtnFtMLUkXOCP7mVdOw3p5njHe9hUi6Vd,06/11/2025,Jack Rowe,,Georgia D'Costa,False,False,Peacocks Medical Group Limited,Lender,New Business,Asset Finance,"£14,064.00",Tower Leasing,"£1,406.40",0.00%,Email Campaign Calling Data,Lloyds Invoice Finance - April 2023,,Wholesale And Retail Trade,Funding Bay,False,Nov25,2025.0,Q4,45,True,25-11,
user_ScqpQBudpjqKBDm21ABd8xOuiGCVjvGbR6OA21gGFWZ,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,06/11/2025,Albert Cook,,Ned Barker,False,False,Quality Services Hygiene Supplies Ltd,Success,New Business,Business Loan (unsecured),"£503,500.00",HSBC,"£15,105.00",0.00%,Email Campaign Inbound Enquiry,FB - Q2 GGS Rampage - Professional Services (Outlook),,Wholesale And Retail Trade,Funding Bay,False,Nov25,2025.0,Q4,45,False,25-11,
user_ScqpQBudpjqKBDm21ABd8xOuiGCVjvGbR6OA21gGFWZ,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,06/11/2025,Albert Cook,,Ned Barker,False,False,Quality Services Hygiene Supplies Ltd,Lender,New Business,Business Loan (unsecured),"£503,500.00",HSBC,"£5,035.00",3.00%,Email Campaign Inbound Enquiry,FB - Q2 GGS Rampage - Professional Services (Outlook),,Wholesale And Retail Trade,Funding Bay,False,Nov25,2025.0,Q4,45,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,06/11/2025,Ned Barker,,Ned Barker,False,False,Strive Av Limited,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Paragon Business Finance plc,£250.00,0.00%,Email Campaign Inbound Enquiry,,,Information And Communication,Funding Bay,False,Nov25,2025.0,Q4,45,True,25-11,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_ZIdebSYL8hV4ZplLegA6CyW0EQYc7EEudvPYvPiwwxs,06/11/2025,Joseph Babalola,,Morgan Ras,False,True,WEB CHOICE UK LTD,Lender,New Business,Business Loan (unsecured),"£36,000.00",Iwoca Ltd,"£1,440.00",0.00%,Email Campaign Inbound Enquiry,GGS Q4 Rampage  - October 2024,,Information And Communication,Funding Bay,False,Nov25,2025.0,Q4,45,True,25-11,
user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,,user_kkYz09e7MimtnFtMLUkXOCP7mVdOw3p5njHe9hUi6Vd,11/04/2025,Joseph Babalola,,Georgia D'Costa,False,False,R & L BAILEY LIMITED,Partner Comms,Partner Comms,Business Loan (unsecured),"£100,000.00",Funding Circle Ltd,-£750.00,0.00%,Partner Referral,,Inspire Biz,Wholesale and Retail,Funding Bay,True,Apr25,2025.0,Q2,15,False,25-04,
user_GYOe0hVg8Mbnz4nskVLykdB8ivn84Bvnht2IUajVFJl,,user_YcJT8x99H5lv0lhL71jzHvWq8jyEmdeFuV9OKacqOhl,07/11/2025,Jack Rowe,,Christian Crowson,False,False,ALL - IND LIMITED,Lender,New Business,Business Loan (unsecured),"£110,000.00",Edinburgh Alternative Finance T/A Lending Crowd,"£5,500.00",1.50%,Partner Referral,,Orbis Exchange,Wholesale And Retail Trade,Funding Bay,True,Nov25,2025.0,Q4,45,True,25-11,
user_GYOe0hVg8Mbnz4nskVLykdB8ivn84Bvnht2IUajVFJl,,user_YcJT8x99H5lv0lhL71jzHvWq8jyEmdeFuV9OKacqOhl,07/11/2025,Jack Rowe,,Christian Crowson,False,False,ALL - IND LIMITED,Success,New Business,Business Loan (unsecured),"£110,000.00",Edinburgh Alternative Finance T/A Lending Crowd,"£1,650.00",0.00%,Partner Referral,,Orbis Exchange,Wholesale And Retail Trade,Funding Bay,False,Nov25,2025.0,Q4,45,False,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_WDvL93JXWrGxW56nTE8J0bZb6mCWjaV7BLHxjRiS0II,07/11/2025,Ned Barker,,Jilby Botha,False,False,AK TRANSPORT (BG) LTD,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Grenke,£86.75,0.00%,Email Campaign Inbound Enquiry,,,Transportation And Storage,Funding Bay,False,Nov25,2025.0,Q4,45,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,07/11/2025,Ned Barker,,Ned Barker,False,False,APPIAN LOGISTICS LTD,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Time Finance,£403.37,0.00%,Email Campaign Inbound Enquiry,,,Transportation And Storage,Funding Bay,False,Nov25,2025.0,Q4,45,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_g4cIntIjrUUXJi4ZrW9ITnqlpXY6tNBL8iu6r9Vxjup,07/11/2025,Ned Barker,,Sam Sandhu,False,False,Car Park Systems Limited,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Ultimate Business Finance Ltd,"£1,152.38",0.00%,Email Campaign Calling Data,,,Administrative And Support Service Activities,Funding Bay,False,Nov25,2025.0,Q4,45,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_cAmP2ub4t8Q2K74WTNVAWmCMDIN1vBXhQvErheZzUuf,07/11/2025,Ned Barker,,Margaux de Hennin,False,False,COCO CHOCOLATIER LIMITED,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",WAYLOG AB,£74.79,0.00%,Email Campaign Opens,,,Accommodation And Food Service Activities,Funding Bay,False,Nov25,2025.0,Q4,45,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_UI0Jvsxr9gpTo0U8lKQLfGqT0c15ooFlzhl1gNj8BlQ,07/11/2025,Ned Barker,,Muhammad Leech,False,False,DORIS CCTV LTD,Lender,Recurring Revenue,Receivables Finance,,WAYLOG AB,£212.85,0.00%,Email Campaign Inbound Enquiry,,,Manufacturing,Funding Bay,False,Nov25,2025.0,Q4,45,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,07/11/2025,Ned Barker,,Ned Barker,False,False,Mongas Kids Wear Ltd,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",WAYLOG AB,£403.87,0.00%,Email Campaign Inbound Enquiry,,,Wholesale And Retail Trade,Funding Bay,False,Nov25,2025.0,Q4,45,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_Dw2zYhBxpafcjlil5iBJav9xgX2qvtEVy5EprnAIXye,07/11/2025,Ned Barker,,Joseph Babalola,False,False,RANSLEY HAY LTD,Lender,Recurring Revenue,Business Loan (unsecured),"£30,000.00",Swiftfund,"£1,650.00",0.00%,Email Campaign Opens,FBX 1st Email July,,Wholesale And Retail Trade,Funding Bay,False,Nov25,2025.0,Q4,45,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_ggWQzmdc2kPlITTVdoHIQ7DTGyeJwiGHTo4ot9z4bTW,07/11/2025,Ned Barker,,Xolani Jelemsi,False,False,TRURO AGGREGATE SUPPLIES LTD,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Team Factors,£76.77,0.00%,Client Referral,,,Transportation And Storage,Funding Bay,False,Nov25,2025.0,Q4,45,True,25-11,
user_rgEWXLw2shc75PXglDpIpYWr3KbWvX6jZPkt1ZcVoEy,user_gxARCvhHEwiahBG41epElyYhsm6ynW8MSkpUlVXFwOb,user_vP3uKgkdUKhxNOAqF7Ftx8ro4yiCR5EW1X5tHAqlPaF,07/11/2025,Josh Hanley,,Charles McAllister,True,False,AVONSIDE SAFETY MANAGEMENT LIMITED,Success,New Business,Business Loan (unsecured),"£900,000.00",HSBC,"£27,000.00",0.00%,Email Campaign Inbound Enquiry,Debenture Outreach  - May 2025,,"Professional, Scientific And Technical Activities",FBX,False,Nov25,2025.0,Q4,45,False,25-11,
user_ScqpQBudpjqKBDm21ABd8xOuiGCVjvGbR6OA21gGFWZ,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,10/11/2025,Albert Cook,,Ned Barker,False,False,Roberts Transport Ltd,Lender,New Business,Business Loan (unsecured),"£75,000.00",Funding Circle Ltd,"£4,125.00",0.00%,Email Campaign Inbound Enquiry,Genie Greatest Hits  - September 2025,discovery-form,Transportation And Storage,Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_ScqpQBudpjqKBDm21ABd8xOuiGCVjvGbR6OA21gGFWZ,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,10/11/2025,Albert Cook,,Ned Barker,False,False,Roberts Transport Ltd,Lender,New Business,Business Loan (unsecured),"£75,000.00",Funding Circle Ltd,"£3,750.00",0.00%,Email Campaign Inbound Enquiry,Genie Greatest Hits  - September 2025,discovery-form,Transportation And Storage,Funding Bay,False,Nov25,2025.0,Q4,46,False,25-11,
user_FZlScfj6SKY72hvdiwRq3hfOFG50ZrsDGyHOaCsk8Ni,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,10/11/2025,Jesse Cole,,Ned Barker,False,False,THE ANNEX GROUP LTD,Lender,New Business,Business Loan (unsecured),"£100,000.00",Funding Circle Ltd,"£5,500.00",0.00%,Web Inbound,FB - Q3 GGS Rampage - UK Marketing Companies,discovery-form,"Arts, Entertainment And Recreation",Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_vP3uKgkdUKhxNOAqF7Ftx8ro4yiCR5EW1X5tHAqlPaF,10/11/2025,Ned Barker,,Charles McAllister,False,False,Agenda Boxes & Packaging Ltd,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Lloyds Bank Commercial Finance,£299.95,0.00%,Email Campaign Inbound Enquiry,,,Manufacturing,Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,10/11/2025,Ned Barker,,Ned Barker,False,False,APEC GROUNDWORKS LTD,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Triver,£79.83,0.00%,Email Campaign Inbound Enquiry,,,Construction,Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_EKzhZnjHefYnlt5xCJK4ERC1Q5Wy9MlFEXSesAgDJSq,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,10/11/2025,Jacob Kwasnica,,Ned Barker,False,False,BRIDPORT BUILDING SUPPLIES LIMITED,Lender,New Business,Business Loan (unsecured),"£143,839.00",Fleximize,"£5,000.00",3.00%,Email Campaign Inbound Enquiry,FB - Q3 GGS Rampage - Wholesale and Retail,,Wholesale And Retail Trade,Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_EKzhZnjHefYnlt5xCJK4ERC1Q5Wy9MlFEXSesAgDJSq,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,10/11/2025,Jacob Kwasnica,,Ned Barker,False,False,BRIDPORT BUILDING SUPPLIES LIMITED,Success,New Business,Business Loan (unsecured),"£143,839.00",Fleximize,"£4,315.00",0.00%,Email Campaign Inbound Enquiry,FB - Q3 GGS Rampage - Wholesale and Retail,,Wholesale And Retail Trade,Funding Bay,False,Nov25,2025.0,Q4,46,False,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,10/11/2025,Ned Barker,,Ned Barker,False,False,CHAPMAN TATE ASSOCIATES LIMITED,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Lloyds Bank Commercial Finance,£236.30,0.00%,Outbound Marketing,,,Administrative And Support Service Activities,Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_xpfvQZ6d2LGCbJP1ZrOgM6oeEUoci5xJ1LhKeCO3lr6,10/11/2025,Ned Barker,,Labeeq Bassardien,False,False,DYZIO LIMITED,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Triver,£17.86,0.00%,Email Campaign Calling Data,,,"Professional, Scientific And Technical Activities",Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_WDvL93JXWrGxW56nTE8J0bZb6mCWjaV7BLHxjRiS0II,10/11/2025,Ned Barker,,Jilby Botha,False,False,H3 Construct Ltd,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Triver,£159.12,0.00%,Email Campaign Inbound Enquiry,,,Construction,Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_xpfvQZ6d2LGCbJP1ZrOgM6oeEUoci5xJ1LhKeCO3lr6,10/11/2025,Ned Barker,,Labeeq Bassardien,False,False,Healy Hunt Ventures Limited,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Triver,£75.20,0.00%,Email Campaign Inbound Enquiry,,,Administrative And Support Service Activities,Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_kkYz09e7MimtnFtMLUkXOCP7mVdOw3p5njHe9hUi6Vd,10/11/2025,Ned Barker,,Georgia D'Costa,False,False,Informed Engineering Limited,Lender,Recurring Revenue,Receivables Finance,"£25,000.00",Triver,£27.42,0.00%,Client Referral,,,Education,Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_04spPFw91ciuZTBlwl0Z6HdlEy4oKNrnfayGUY6G2xI,10/11/2025,Ned Barker,,Jason Du Preez,False,False,INNOVA STONE LTD,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Triver,£133.52,0.00%,Email Campaign Inbound Enquiry,,,Construction,Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_4AZ3xmRnC3dVmMyr5vD6LmJ8UqwrzbisbovfBPqxfxe,10/11/2025,Ned Barker,,George Holloway,False,False,Invicto Group Ltd,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Triver,£84.00,0.00%,Client Referral,,,Construction,Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,10/11/2025,Ned Barker,,Ned Barker,False,False,KARLAU LIMITED,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Triver,£138.82,0.00%,Call Campaigns,,,Accommodation And Food Service Activities,Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_kkYz09e7MimtnFtMLUkXOCP7mVdOw3p5njHe9hUi6Vd,10/11/2025,Ned Barker,,Georgia D'Costa,False,False,MiddletonMurray Infrastructure Services Ltd,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Triver,£228.00,0.00%,Partner Referral,,,Construction,Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_SZho6JjTyM8bmZLA34CGCBjukRo7djJ8fyVyj4JHOD1,10/11/2025,Ned Barker,,Ismaa-eel Ockers,False,False,MJT Computing Limited,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Triver,£96.28,0.00%,Email Campaign Inbound Enquiry,,,Information And Communication,Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_xpfvQZ6d2LGCbJP1ZrOgM6oeEUoci5xJ1LhKeCO3lr6,10/11/2025,Ned Barker,,Labeeq Bassardien,False,False,OCEAN FINEST FOODS LTD,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Triver,£480.28,0.00%,Email Campaign Inbound Enquiry,,,Wholesale And Retail Trade,Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_vP3uKgkdUKhxNOAqF7Ftx8ro4yiCR5EW1X5tHAqlPaF,10/11/2025,Ned Barker,,Charles McAllister,False,False,Ortumex Systems Ltd,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Triver,£97.20,0.00%,Email Campaign Inbound Enquiry,,,Manufacturing,Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,10/11/2025,Ned Barker,,Ned Barker,False,False,Parcours Velo Ltd,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Triver,£388.39,0.00%,Email Campaign Inbound Enquiry,,,Wholesale And Retail Trade,Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_xpfvQZ6d2LGCbJP1ZrOgM6oeEUoci5xJ1LhKeCO3lr6,10/11/2025,Ned Barker,,Labeeq Bassardien,False,False,Richmond Ceramics Limited,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Triver,£234.05,0.00%,Email Campaign Inbound Enquiry,,,Construction,Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_4AZ3xmRnC3dVmMyr5vD6LmJ8UqwrzbisbovfBPqxfxe,10/11/2025,Ned Barker,,George Holloway,False,False,SEC CONTRACTING LTD,Lender,Recurring Revenue,Receivables Finance,"£55,000.00",Triver,£83.66,0.00%,Client Referral,,,Construction,Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_WDvL93JXWrGxW56nTE8J0bZb6mCWjaV7BLHxjRiS0II,10/11/2025,Ned Barker,,Jilby Botha,False,False,Smart Impact Limited,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Triver,£530.54,0.00%,Email Campaign Inbound Enquiry,,,"Professional, Scientific And Technical Activities",Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_ZIdebSYL8hV4ZplLegA6CyW0EQYc7EEudvPYvPiwwxs,10/11/2025,Ned Barker,,Morgan Ras,False,False,STEFAN ELECTRICAL CONTRACTORS LTD,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Triver,£347.56,0.00%,Client Referral,,,Transportation And Storage,Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,10/11/2025,Ned Barker,,Ned Barker,False,False,STRUCTURAL REPAIR SOLUTIONS LTD,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Triver,£607.28,0.00%,Partner Referral,,,Construction,Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_ZIdebSYL8hV4ZplLegA6CyW0EQYc7EEudvPYvPiwwxs,10/11/2025,Ned Barker,,Morgan Ras,False,False,T & M FIRE SOLUTIONS LTD,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Triver,£14.78,0.00%,Email Campaign Opens,,,Financial And Insurance Activities,Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_SE8pdASsvlAEVBC8D1r0bMUhaGqTmGdRhHvZGnJJZfd,,user_CYsoRlxQLQ7DWjstrBTzWbwcNRDfYjVkQwhz5Xcn3HB,10/11/2025,Alex Pryor,,Nikie Jairo,False,True,TECHNOSYS LIMITED,Success,New Business,RCF,"£30,000.00",Seneca,£900.00,0.00%,Email Campaign Inbound Enquiry,FB - Q3 GGS Rampage - UK IT Companies,,Information And Communication,Funding Bay,False,Nov25,2025.0,Q4,46,False,25-11,
user_SE8pdASsvlAEVBC8D1r0bMUhaGqTmGdRhHvZGnJJZfd,,user_CYsoRlxQLQ7DWjstrBTzWbwcNRDfYjVkQwhz5Xcn3HB,10/11/2025,Alex Pryor,,Nikie Jairo,False,True,TECHNOSYS LIMITED,Lender,New Business,RCF,"£30,000.00",Seneca,£300.00,3.00%,Email Campaign Inbound Enquiry,FB - Q3 GGS Rampage - UK IT Companies,,Information And Communication,Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_taRpS18uxHRdohhY9L7BBgRTSBZz1Lm5USGA3Vfrm5T,10/11/2025,Ned Barker,,Tami Wynand,False,False,THE CALL BUSINESS LIMITED,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Triver,£13.58,0.00%,Email Campaign Inbound Enquiry,,,"Professional, Scientific And Technical Activities",Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
user_pYHq6yAfT3TvIut6UH5KbG2xIUh4C0v9iyeVjKc3uxZ,,user_AIeXKfEsYMLq8eWXRVZBNYFNe34aqxUwkNPMcuUCzsl,10/11/2025,Ned Barker,,Drew Johnston,False,False,Vision Specialist Contracting Limited,Lender,Recurring Revenue,Receivables Finance,"£50,000.00",Lloyds Bank Commercial Finance,£514.43,0.00%,Email Campaign Inbound Enquiry,,,Construction,Funding Bay,False,Nov25,2025.0,Q4,46,True,25-11,
