closing_broker,dealteam_portfolio_id_lookup,originator_id_lookup,date,closer,deal_team_portfolio,originator,deal_team,rsa,company,lender_success,type,facility_type,facility_size,lender,invoice_amount,success_fee,lead_source,campaign,partner_introducer,sector,fbx_funding_bay,paid_partner,month,year,quarter,week,deal_count,month_1,close_lead_id
,,,19/11/2021,Mikhail Bolus,Olivia Sutherland,Mikhail Bolus,False,False,Sussex Beds (Tonbridge) Ltd,Success,Existing Business,Business Loan (unsecured),"£48,300.00",Funding Circle Ltd,£483.00,0.00%,Client Referral,,Sussex Beds (Tonbridge) Ltd,Retail,Funding Bay,False,Nov21,2021.0,Q4,47,False,21-11,lead_d05L4fmtYhfas8DNM5DaQ5hqqClRyNiyCg1En11Od8f
,,,19/11/2021,Joseph Babalola,,Joseph Babalola,False,False,SALTLIGHT LTD,Lender,New Business,Business Loan (unsecured),"£20,000.00",Swiftfund,"£1,400.00",3.00%,Client Referral,,ALPHA NURSERIES & CHILDCARE LIMITED,Entertainment & Hospitality,Funding Bay,False,Nov21,2021.0,Q4,47,True,21-11,lead_lCNTVQz5kxvnoIMNhfDsP6DjQi9qn1ioqqPJ653AKoB
,,,19/11/2021,Joseph Babalola,,Joseph Babalola,False,False,SALTLIGHT LTD,Success,New Business,Business Loan (unsecured),"£20,000.00",Swiftfund,£400.00,0.00%,Client Referral,,ALPHA NURSERIES & CHILDCARE LIMITED,Entertainment & Hospitality,Funding Bay,False,Nov21,2021.0,Q4,47,False,21-11,lead_NtmpCsEEcPpEOJWCeuU61qUFvdQ5OxCOicngxJCVSPK
,,,22/11/2021,Joseph Babalola,Olivia Sutherland,Joseph Babalola,False,False,PLATINUM SERVICES FOR CHILDREN (RESIDENTIAL CARE) LIMITED,Success,Existing Business,Business Loan (unsecured),"£200,000.00",Market Finance,"£4,000.00",0.00%,Client Referral,,Power Systems International Limited,Care,Funding Bay,False,Nov21,2021.0,Q4,48,False,21-11,lead_AN3r8zvLcR39u73WumSjLpQKze9y9zNEXNEY4TaBCQY
,,,24/11/2021,Mikhail Bolus,,Mikhail Bolus,False,False,Finvoices,Engagement/Commitment,Engagement/Commitment,Engagement Fee,£0.00,,"£5,000.00",0.00%,Partner Referral,,AF,Finance,FBX,False,Nov21,2021.0,Q4,48,False,21-11,NOT FOUND
,,,24/11/2021,Christian Crowson,,Christian Crowson,False,False,GM Catering Supplies LTD,Success,New Business,Business Loan (unsecured),"£150,000.00",Nucleus Cashflow Finance Limited,"£4,500.00",0.00%,Client Referral,,DAWN GLOBAL FOODS LTD,Wholesale and Retail,Funding Bay,False,Nov21,2021.0,Q4,48,False,21-11,lead_PBySAT3Fm7wdc5z33y0DT90nBJ7zEFdNYEaRaS1ID6J
,,,24/11/2021,Christian Crowson,,Christian Crowson,False,False,GM Catering Supplies LTD,Lender,New Business,Business Loan (unsecured),"£150,000.00",Nucleus Cashflow Finance Limited,"£3,571.43",3.00%,Client Referral,,DAWN GLOBAL FOODS LTD,Wholesale and Retail,Funding Bay,False,Nov21,2021.0,Q4,48,True,21-11,lead_d05L4fmtYhfas8DNM5DaQ5hqqClRyNiyCg1En11Od8f
,,,26/11/2021,Joseph Babalola,,Joseph Babalola,False,False,SALTLIGHT LTD,Lender,New Business,Business Loan (unsecured),"£20,000.00",Fleximize,"£1,000.00",2.00%,Client Referral,,ALPHA NURSERIES & CHILDCARE LIMITED,Entertainment & Hospitality,Funding Bay,False,Nov21,2021.0,Q4,48,True,21-11,lead_lCNTVQz5kxvnoIMNhfDsP6DjQi9qn1ioqqPJ653AKoB
,,,26/11/2021,Joseph Babalola,,Joseph Babalola,False,False,SALTLIGHT LTD,Success,New Business,Business Loan (unsecured),"£20,000.00",Fleximize,£400.00,0.00%,Client Referral,,ALPHA NURSERIES & CHILDCARE LIMITED,Entertainment & Hospitality,Funding Bay,False,Nov21,2021.0,Q4,48,False,21-11,lead_E2VBFDGq0JcscBj3moFzn9kPcp7uUgiTY5v3iLdoK5l
,,,26/11/2021,Josh Ringsell,,Josh Ringsell,False,False,SANIT ARY OWL LTD,Success,New Business,Business Loan (secured),"£300,000.00",Alternative Bridging,"£6,000.00",0.00%,Inbound Call/Enquiry,,,Health and Beauty,Funding Bay,False,Nov21,2021.0,Q4,48,False,21-11,lead_svHIYS3MZ7cPsGtBGiyZllaWNpfH5r2Gg7D7wIQdQiq
,,,26/11/2021,Josh Ringsell,,Josh Ringsell,False,False,SANIT ARY OWL LTD,Lender,New Business,Business Loan (secured),"£300,000.00",Alternative Bridging,"£3,415.00",2.00%,Inbound Call/Enquiry,,,Health and Beauty,Funding Bay,False,Nov21,2021.0,Q4,48,True,21-11,lead_d05L4fmtYhfas8DNM5DaQ5hqqClRyNiyCg1En11Od8f
,,,29/11/2021,Joseph Babalola,,Joseph Babalola,False,False,ROLLA GRANOLA LTD,Lender,New Business,Business Loan (unsecured),"£100,000.00",Funding Circle Ltd,"£2,400.00",2.00%,Outbound Marketing,GC Data,,Food and Beverage,Funding Bay,False,Nov21,2021.0,#REF!,49,True,21-11,lead_Y5BW5IP72nxNBJXsb0fJdLZ6VaULICB4oed4DnNP7TS
,,,29/11/2021,Joseph Babalola,,Joseph Babalola,False,False,ROLLA GRANOLA LTD,Success,New Business,Business Loan (unsecured),"£100,000.00",Funding Circle Ltd,"£2,000.00",0.00%,Outbound Marketing,GC Data,,Food and Beverage,Funding Bay,False,Nov21,2021.0,Q4,49,False,21-11,lead_AN3r8zvLcR39u73WumSjLpQKze9y9zNEXNEY4TaBCQY
,,,29/11/2021,Christian Crowson,,Christian Crowson,False,False,Sanderson Trading Group Ltd,Success,New Business,Business Loan (unsecured),"£207,500.00",Nucleus Cashflow Finance Limited,"£5,930.38",0.00%,Outbound Marketing,GC Data,,Jewelery,Funding Bay,False,Nov21,2021.0,Q4,49,False,21-11,NOT FOUND
,,,29/11/2021,Christian Crowson,,Christian Crowson,False,False,Sanderson Trading Group Ltd,Lender,New Business,Business Loan (unsecured),"£207,500.00",Nucleus Cashflow Finance Limited,"£4,940.48",3.00%,Outbound Marketing,GC Data,,Jewelery,Funding Bay,False,Nov21,2021.0,Q4,49,True,21-11,lead_PBySAT3Fm7wdc5z33y0DT90nBJ7zEFdNYEaRaS1ID6J
,,,30/11/2021,Josh Ringsell,,Josh Ringsell,False,False,MUSE Fashion Retail LIMITED,Lender,New Business,Business Loan (unsecured),"£50,000.00",Swiftfund,"£3,605.00",3.00%,Outbound Marketing,RLS Saloon August 3rdMerchant Money,,Fashion Retail,Funding Bay,False,Nov21,2021.0,Q4,49,True,21-11,lead_ZqW0vuw52ImnepdtIEGXC1yRJkwoUcOUvCjZupqN2lz
,,,30/11/2021,Josh Ringsell,,Josh Ringsell,False,False,MUSE Fashion Retail LIMITED,Success,New Business,Business Loan (unsecured),"£50,000.00",Swiftfund,"£1,500.00",0.00%,Outbound Marketing,RLS Saloon August 3rdMerchant Money,,Fashion Retail,Funding Bay,False,Nov21,2021.0,Q4,49,False,21-11,lead_OFyvgimQ9OSt642j1bgkKulyHw27vIBCna3LBevOU4G
,,,30/11/2021,Joseph Babalola,,Joseph Babalola,False,False,STEEL-MAC ENGINEERING LTD,Lender,New Business,Business Loan (unsecured),"£140,800.00",Nucleus Cashflow Finance Limited,"£3,352.38",3.00%,Self Generated,,,Engineering,Funding Bay,False,Nov21,2021.0,Q4,49,True,21-11,lead_AN3r8zvLcR39u73WumSjLpQKze9y9zNEXNEY4TaBCQY
,,,30/11/2021,Joseph Babalola,,Joseph Babalola,False,False,STEEL-MAC ENGINEERING LTD,Success,New Business,Business Loan (unsecured),"£134,095.00",Nucleus Cashflow Finance Limited,"£2,682.00",0.00%,Self Generated,,,Engineering,Funding Bay,False,Nov21,2021.0,Q4,49,False,21-11,lead_d05L4fmtYhfas8DNM5DaQ5hqqClRyNiyCg1En11Od8f
,,,01/12/2021,Toni Kuku,,Toni Kuku,False,False,Langton Homes Limited,Success,New Business,Business Loan (unsecured),"£250,000.00",Nucleus Cashflow Finance Limited,"£7,142.86",0.00%,Email Campaign Opens,Close Brothers Invoice Finance April 2021,,Property,Funding Bay,False,Dec21,2021.0,Q4,49,False,21-12,lead_lCNTVQz5kxvnoIMNhfDsP6DjQi9qn1ioqqPJ653AKoB
,,,01/12/2021,Toni Kuku,,Toni Kuku,False,False,Langton Homes Limited,Lender,New Business,Business Loan (unsecured),"£250,000.00",Nucleus Cashflow Finance Limited,"£5,952.38",3.00%,Email Campaign Opens,Close Brothers Invoice Finance April 2021,,Property,Funding Bay,False,Dec21,2021.0,Q4,49,True,21-12,lead_d05L4fmtYhfas8DNM5DaQ5hqqClRyNiyCg1En11Od8f
,,,03/12/2021,Josh Ringsell,,Josh Ringsell,False,False,Tecna Display Limited,Success,New Business,Business Loan (unsecured),"£250,000.00",Funding Circle Ltd,"£7,500.00",0.00%,Inbound Call/Enquiry,,,Events Services,Funding Bay,False,Dec21,2021.0,Q4,49,False,21-12,lead_lCNTVQz5kxvnoIMNhfDsP6DjQi9qn1ioqqPJ653AKoB
,,,03/12/2021,Josh Ringsell,,Josh Ringsell,False,False,Tecna Display Limited,Lender,New Business,Business Loan (unsecured),"£250,000.00",Funding Circle Ltd,"£6,000.00",3.00%,Inbound Call/Enquiry,,,Events Services,Funding Bay,False,Dec21,2021.0,Q4,49,True,21-12,NOT FOUND
,,,06/12/2021,Alex Fenton,Olivia Sutherland,,False,False,PLANKS CLOTHING LTD,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Bibby Financial Services (UK) Ltd,£132.31,0.00%,Partner Referral,,GC,Retail,Funding Bay,False,Dec21,2021.0,Q4,50,True,21-12,lead_PBySAT3Fm7wdc5z33y0DT90nBJ7zEFdNYEaRaS1ID6J
,,,07/12/2021,Alex Fenton,Olivia Sutherland,,False,False,Car Park Systems Ltd,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Ultimate Business Finance Ltd,£125.00,0.00%,Partner Referral,,GC,Ventilation,Funding Bay,False,Dec21,2021.0,Q4,50,True,21-12,lead_d05L4fmtYhfas8DNM5DaQ5hqqClRyNiyCg1En11Od8f
,,,08/12/2021,Mikhail Bolus,Olivia Sutherland,,False,False,Curated Digital Ltd,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Market Finance,£190.00,0.00%,Partner Referral,,GC,Marketing,Funding Bay,False,Dec21,2021.0,Q4,50,True,21-12,lead_lCNTVQz5kxvnoIMNhfDsP6DjQi9qn1ioqqPJ653AKoB
,,,10/12/2021,Alex Fenton,Olivia Sutherland,,False,False,CHAPMAN TATE ASSOCIATES LIMITED,Lender,Recurring Revenue,Receivables Finance,"£100,000.00",Lloyds Bank Commercial Finance,£133.20,0.00%,Outbound Marketing,Growth Street,,Staffing and Recruiting,Funding Bay,False,Dec21,2021.0,Q4,50,True,21-12,lead_E2VBFDGq0JcscBj3moFzn9kPcp7uUgiTY5v3iLdoK5l
,,,13/12/2021,Josh Ringsell,,Josh Ringsell,False,False,Northern Engineering Solutions Ltd,Success,New Business,Business Loan (unsecured),"£238,000.00",Nucleus Cashflow Finance Limited,"£7,143.00",0.00%,Partner Referral,,Robinson & Co. Accountants,Engineering,Funding Bay,False,Dec21,2021.0,Q4,51,False,21-12,lead_AN3r8zvLcR39u73WumSjLpQKze9y9zNEXNEY4TaBCQY
,,,13/12/2021,Josh Ringsell,,Josh Ringsell,False,False,Northern Engineering Solutions Ltd,Lender,New Business,Business Loan (unsecured),"£238,000.00",Nucleus Cashflow Finance Limited,"£5,952.38",3.00%,Partner Referral,,Robinson & Co. Accountants,Engineering,Funding Bay,False,Dec21,2021.0,Q4,51,True,21-12,NOT FOUND
,,,15/12/2021,Joseph Babalola,,Joseph Babalola,False,False,ADVANCED SOLUTIONS UPS LIMITED,Lender,New Business,Business Loan (unsecured),"£238,095.00",Nucleus Cashflow Finance Limited,"£5,952.38",3.00%,Client Referral,,Power Systems International Limited,Electrical Services,Funding Bay,False,Dec21,2021.0,Q4,51,True,21-12,lead_PBySAT3Fm7wdc5z33y0DT90nBJ7zEFdNYEaRaS1ID6J
,,,16/12/2021,Joseph Babalola,,Joseph Babalola,False,False,ADVANCED SOLUTIONS UPS LIMITED,Lender,New Business,Business Loan (unsecured),"£250,000.00",Market Finance,"£6,250.00",3.00%,Client Referral,,Power Systems International Limited,Electrical Services,Funding Bay,False,Dec21,2021.0,Q4,51,True,21-12,NOT FOUND
,,,16/12/2021,Joseph Babalola,,Joseph Babalola,False,False,NEOUS LTD,Lender,New Business,Business Loan (unsecured),"£80,000.00",Fleximize,"£3,200.00",2.00%,Outbound Marketing,GC Data,,E-Commerce,Funding Bay,False,Dec21,2021.0,Q4,51,True,21-12,lead_x9eaieYV9bL0IDA4Wn4giWr5Y2R2JKhkZNnJCILVLmY
,,,16/12/2021,Joseph Babalola,,Joseph Babalola,False,False,NEOUS LTD,Success,New Business,Business Loan (unsecured),"£80,000.00",Fleximize,"£1,600.00",0.00%,Outbound Marketing,GC Data,,E-Commerce,Funding Bay,False,Dec21,2021.0,Q4,51,False,21-12,lead_AN3r8zvLcR39u73WumSjLpQKze9y9zNEXNEY4TaBCQY
,,,17/12/2021,Steven Mead,,Steven Mead,False,False,Amicus Care Limited,Success,New Business,Business Loan (unsecured),"£250,000.00",Funding Circle Ltd,"£7,500.00",0.00%,Email Campaign Opens,Cares,,Care,Funding Bay,False,Dec21,2021.0,Q4,51,False,21-12,lead_OFyvgimQ9OSt642j1bgkKulyHw27vIBCna3LBevOU4G
,,,17/12/2021,Steven Mead,,Steven Mead,False,False,Amicus Care Limited,Lender,New Business,Business Loan (unsecured),"£250,000.00",Funding Circle Ltd,"£6,000.00",3.00%,Email Campaign Opens,Cares,,Care,Funding Bay,False,Dec21,2021.0,Q4,51,True,21-12,NOT FOUND
,,,17/12/2021,Josh Ringsell,Olivia Sutherland,Josh Ringsell,False,False,DRAINFORCE LIMITED,Lender,Existing Business,Business Loan (unsecured),"£250,000.00",FIBR,"£10,000.00",1.50%,Outbound Marketing,Vehicle leasing (net tang assets: 20k - 500k),,Engineering,Funding Bay,False,Dec21,2021.0,Q4,51,True,21-12,lead_PBySAT3Fm7wdc5z33y0DT90nBJ7zEFdNYEaRaS1ID6J
,,,17/12/2021,Josh Ringsell,Olivia Sutherland,Josh Ringsell,False,False,DRAINFORCE LIMITED,Success,Existing Business,Business Loan (unsecured),"£250,000.00",FIBR,"£3,750.00",0.00%,Outbound Marketing,Vehicle leasing (net tang assets: 20k - 500k),,Engineering,Funding Bay,False,Dec21,2021.0,Q4,51,False,21-12,lead_E2VBFDGq0JcscBj3moFzn9kPcp7uUgiTY5v3iLdoK5l
,,,17/12/2021,Christian Crowson,Olivia Sutherland,Christian Crowson,False,False,"FRAMEWORK ROOFING, Construction, Professional & Other Private Services & SCAFFOLDING LTD",Success,Existing Business,Business Loan (unsecured),"£60,775.00",Fleximize,"£1,823.24",0.00%,Outbound Marketing,Merchant Money,,"Construction, Professional & Other Private Services",Funding Bay,False,Dec21,2021.0,Q4,51,False,21-12,lead_E2VBFDGq0JcscBj3moFzn9kPcp7uUgiTY5v3iLdoK5l
,,,17/12/2021,Christian Crowson,Olivia Sutherland,Christian Crowson,False,False,"FRAMEWORK ROOFING, Construction, Professional & Other Private Services & SCAFFOLDING LTD",Lender,Existing Business,Business Loan (unsecured),"£60,775.00",Fleximize,"£1,500.00",3.00%,Outbound Marketing,Merchant Money,,"Construction, Professional & Other Private Services",Funding Bay,False,Dec21,2021.0,Q4,51,True,21-12,lead_E2VBFDGq0JcscBj3moFzn9kPcp7uUgiTY5v3iLdoK5l
,,,17/12/2021,Josh Ringsell,,Josh Ringsell,False,False,Halo Burger Ltd,Success,New Business,Business Loan (unsecured),"£250,000.00",Funding Circle Ltd,"£7,500.00",0.00%,Inbound Call/Enquiry,,,Food and Beverage,Funding Bay,False,Dec21,2021.0,Q4,51,False,21-12,lead_AN3r8zvLcR39u73WumSjLpQKze9y9zNEXNEY4TaBCQY
,,,17/12/2021,Josh Ringsell,,Josh Ringsell,False,False,Halo Burger Ltd,Lender,New Business,Business Loan (unsecured),"£250,000.00",Funding Circle Ltd,"£6,000.00",3.00%,Inbound Call/Enquiry,,,Food and Beverage,Funding Bay,False,Dec21,2021.0,Q4,51,True,21-12,lead_d05L4fmtYhfas8DNM5DaQ5hqqClRyNiyCg1En11Od8f
,,,20/12/2021,Joseph Babalola,,Joseph Babalola,False,False,ADVANCED SOLUTIONS UPS LIMITED,Lender,New Business,Business Loan (unsecured),"£250,000.00",Funding Circle Ltd,"£6,000.00",3.00%,Client Referral,,Power Systems International Limited,Electrical Services,Funding Bay,False,Dec21,2021.0,Q4,52,True,21-12,lead_lCNTVQz5kxvnoIMNhfDsP6DjQi9qn1ioqqPJ653AKoB
,,,21/12/2021,Alex Fenton,Olivia Sutherland,,False,False,L F MARKEY LTD,Lender,Recurring Revenue,RCF,"£45,000.00",FIBR,£900.00,0.00%,Outbound Marketing,GC Data,,Fashion Retail,Funding Bay,False,Dec21,2021.0,Q4,52,True,21-12,lead_d05L4fmtYhfas8DNM5DaQ5hqqClRyNiyCg1En11Od8f
,,,22/12/2021,Joseph Babalola,,Joseph Babalola,False,False,INNOSIL (UK) LIMITED,Success,New Business,Business Loan (unsecured),"£105,000.00",Nucleus Cashflow Finance Limited,"£3,000.00",0.00%,Outbound Marketing,BCRS,,Pharma,Funding Bay,False,Dec21,2021.0,Q4,52,False,21-12,lead_lCNTVQz5kxvnoIMNhfDsP6DjQi9qn1ioqqPJ653AKoB
,,,22/12/2021,Joseph Babalola,,Joseph Babalola,False,False,INNOSIL (UK) LIMITED,Lender,New Business,Business Loan (unsecured),"£105,000.00",Nucleus Cashflow Finance Limited,"£2,625.00",2.86%,Outbound Marketing,BCRS,,Pharma,Funding Bay,False,Dec21,2021.0,Q4,52,True,21-12,NOT FOUND
,,,22/12/2021,Joseph Babalola,,Joseph Babalola,False,False,NEOUS LTD,Lender,New Business,Business Loan (unsecured),"£74,000.00",Nucleus Cashflow Finance Limited,"£1,870.59",0.00%,Outbound Marketing,GC Data,,E-Commerce,Funding Bay,False,Dec21,2021.0,Q4,52,True,21-12,lead_lCNTVQz5kxvnoIMNhfDsP6DjQi9qn1ioqqPJ653AKoB
,,,23/12/2021,Joseph Babalola,,Joseph Babalola,False,False,ADVANCED SOLUTIONS UPS LIMITED,Lender,New Business,Business Loan (unsecured),"£250,000.00",FIBR,"£10,000.00",3.00%,Client Referral,,Power Systems International Limited,Electrical Services,Funding Bay,False,Dec21,2021.0,Q4,52,True,21-12,lead_d05L4fmtYhfas8DNM5DaQ5hqqClRyNiyCg1En11Od8f
,,,24/12/2021,Joseph Babalola,,Joseph Babalola,False,False,ADVANCED SOLUTIONS UPS LIMITED,Success,New Business,Business Loan (unsecured),"£250,000.00",Market Finance,"£7,500.00",0.00%,Client Referral,,Power Systems International Limited,Electrical Services,Funding Bay,False,Dec21,2021.0,Q4,52,False,21-12,lead_PBySAT3Fm7wdc5z33y0DT90nBJ7zEFdNYEaRaS1ID6J
,,,24/12/2021,Joseph Babalola,,Joseph Babalola,False,False,ADVANCED SOLUTIONS UPS LIMITED,Success,New Business,Business Loan (unsecured),"£250,000.00",Funding Circle Ltd,"£7,500.00",0.00%,Client Referral,,Power Systems International Limited,Electrical Services,Funding Bay,False,Dec21,2021.0,Q4,52,False,21-12,lead_AN3r8zvLcR39u73WumSjLpQKze9y9zNEXNEY4TaBCQY
